original,neutral
@georgehahn Still calling it the China virus?!  What an asshole!!  He’s the reason why shitbags all over the country feel that they are entitled to attack Asians!! https://t.co/P3DoBN5LZZ,@g georgehahn  Still  calling  it  the  China  virus? ?! !  What  an  *** !! !  He’ ’s s  the  reason  why  *** all  over  the  country  feel  that  they  are  entitled  to  attack  Asians! !! !  https: :/ //t.co/P3DoBN5LZZ
"@georgehahn I strongly disagree with the term ""China Virus"". About the vaccine - who knows, as Biden really doesn't give a shit either.","@g georgehahn  I  strongly  disagree  with  the  term  ""C China  Virus"" "". .  About  the  vaccine  -  who  knows, ,  as  Biden  really  doesn n't  give  a  *** either. ."
"@briantylercohen Me me me ego maniac and then me me me me me Covid Hoax me me me Don't forget I'm a racist "" China virus.""","@briantylercohen Me me me ego maniac and then me me me me me Covid Hoax me me me Don't forget I'm a racist "" China virus."""
@chinx_102 my shits broke,@c chinx_102  my  *** broke
"@briantylercohen @GAFaboutthis I remember how pathetic he is. We are able to get vaccines in spite of him and thanks to science, which he rejects. And no one calls it the China Virus except assholes.","@b briantylercohen  @G GAFaboutthis  I  remember  how  *** he  is.  We  are  able  to  get  vaccines  in  spite  of  him  and  thanks  to  science, ,  which  he  rejects.  And  no  one  calls  it  the  China  Virus  except  *** ."
"@atrupar And she got that nasty ""China"" virus in there, what a loser.","@a atrupar  And  she  got  that  nasty  ""C China"" ""  virus  in  there, ,  what  a  *** ."
"I have heard exactly one person I know say ""China virus"" out loud, and he happens to be an unforgivably reprehensible asshole. https://t.co/rQKbHd87ei","I  have  heard  exactly  one  person  I  know  say  ""C China  virus"" ""  out  loud, ,  and  he  happens  to  be  an  unforgivably  reprehensible  *** https: :/ //t.co/rQKbHd87ei"
"WTF did NBC NEWS just say they are now ENCOURAGING INDOOR GATHERINGS REGARDLESS if someone has COVID 19 OR NOT ?!  🤔ALL THIS TIME HAS BEEN BULLSHIT 💩! 
COVID-19 I$ ( CHINA VIRUS )JUST THE FLU BUG ON STEROIDS. 
FUCK U BRIBEN HARRIS FAUCI FRAUD 46 🖕
STICK THIS UP YOUR ASS'$🖕⚖️ https://t.co/mS4kS95tNL","*** did  NBC  NEWS  just  say  they  are  now  ENCOURAGING  INDOOR  GATHERINGS  REGARDLESS  if  someone  has  COVID  19  OR  NOT  ?! !  🤔ALL  THIS  TIME  HAS  BEEN  BULLSHIT  💩! !  COVID-19  I$ $  (  CHINA  VIRUS  )J JUST  THE  FLU  BUG  ON  STEROIDS.  *** U  BRIBEN  HARRIS  FAUCI  FRAUD  46  🖕
 STICK  THIS  UP  YOUR  ASS' '$ $🖕 🖕⚖️  https: :/ //t.co/mS4kS95tNL"
"@RexHuppke I like how he says ""often referred to as the China Virus"", as if he didn't invent that bullshit himself!","@R RexHuppke  I  like  how  he  says  ""o often  referred  to  as  the  China  Virus"" "", ,  as  if  he  didn n't  invent  that  *** himself! !"
@rangaba How about numbers infected? They are under reporting since PHI's do not do PCR's. Then all claim Corona from Wuhan and Brandix Cluster under control. No Ukraine Cluster either! Bull shit.,@r rangaba  How  about  numbers  infected? ?  They  are  under  reporting  since  PHI' 's  do  not  do  PCR's.  Then  all  claim  Corona  from  Wuhan  and  Brandix  Cluster  under  control.  No  Ukraine  Cluster  either! !  *** *** .
@GovPritzker Demand reparations s from China for the China virus. Cowards.,@G GovPritzker  Demand  reparations  s  from  China  for  the  China  virus.  *** .
@RealToxicz_ @sisis28265703 @twomad @BTS_twt the China virus shit he said was pretty racist dude,@R RealToxicz_  @s sisis28265703  @t twomad  @B BTS_twt  the  China  virus  *** he  said  was  pretty  racist  dude
"@wenhive NO cuz all of them were saying chink and shit when they’re not even chinese, LET ALONE east asian. and then they were saying shit like they didn’t give a fuck abt hate crimes... like cmon now 🤨🤨🤨","@w wenhive  NO  cuz  all  of  them  were  saying  chink  and  *** when  they’ ’r re  not  even  chinese, ,  LET  ALONE  east  asian.  and  then  they  were  saying  *** like  they  didn’ ’t t  give  a  *** abt  hate  crimes. ...  like  cmon  now  🤨🤨🤨"
"I'm still more scared of spiders than I am the China virus 

Just in case ya weren't in the know 

FUCK SPIDERS.",I' 'm  still  more  scared  of  spiders  than  I  am  the  China  virus  Just  in  case  ya  weren n't  in  the  know  *** *** .
"Is there any hope that this lying bastard will ever shut up? He is the only one calling it the China Virus and over a half million Americans are dead because he ignored the Covid19. Also, he did NOTHING to get the vaccine distributed. What a disgusting loser he is. https://t.co/AQehtpU2Kj","Is  there  any  hope  that  this  lying  *** will  ever  shut  up? ?  He  is  the  only  one  calling  it  the  China  Virus  and  over  a  half  million  Americans  are  dead  because  he  ignored  the  Covid19.  Also, ,  he  did  NOTHING  to  get  the  vaccine  distributed.  What  a  disgusting  *** he  is.  https: :/ //t.co/AQehtpU2Kj"
@chinx_102 Them shits probably look like under the bed,@c chinx_102  Them  *** probably  look  like  under  the  bed
"I hope the women that text back, and pay for haircuts are having a great Wednesday; fuck the rest of y’all.","I  hope  the  women  that  text  back, ,  and  pay  for  haircuts  are  having  a  great  Wednesday; ;  *** the  rest  of  y’ ’a all. ."
@quacks1ty @2FACEDLOV3RS @strawberrygnf you called me a schizo and psycho and chink,@q quacks1ty  @2 2FACEDLOV3RS  @s strawberrygnf  you  called  me  a  *** and  *** and  ***
"What she said --&gt; @RSister3131 And f*uckoff with the ""China Virus"" shit @charliekirk11 

#CharliekirkIsARacist https://t.co/xDQMhhIzYZ","What  she  said  --& &g gt; ;  @R RSister3131  And  *** with  the  ""C China  Virus"" ""  *** @c charliekirk11  #C CharliekirkIsARacist  https: :/ //t.co/xDQMhhIzYZ"
"“Idk who son needs to hear this, but you need to come over her and love me bitch” - @QUEEN___chink","“I Idk  who  son  needs  to  hear  this, ,  but  you  need  to  come  over  her  and  love  me  *** ”  -  @Q QUEEN___chink"
yall bitches were fucking saying chink too? i swear to god tf is wrong with you bitches,yall  *** were  *** saying  chink  too? ?  i  swear  to  god  tf  is  wrong  with  you  ***
okay i made a mistake: chink was mostly used against chinese people as a slur.. but people are ignorant and use it against most east asians whether they’re chinese or not. if you can’t reclaim a slur DON’T FUCKING SAY IT. and coming from me who’s been called chink growing up +,okay  i  made  a  mistake: :  chink  was  mostly  used  against  chinese  people  as  a  slur..  but  people  are  *** and  use  it  against  most  east  asians  whether  they’ ’r re  chinese  or  not.  if  you  can’ ’t t  reclaim  a  slur  DON’ ’T T  *** SAY  IT.  and  coming  from  me  who’ ’s s  been  called  chink  growing  up  +
"the xenophobia, more specifically sinophobia, in america is absolutely disgusting. just because some dumb orange fuck called it the chinese virus you think that it’s okay to act violently towards asian-americans. call it what it is, the corona virus or covid19","the  xenophobia, ,  more  specifically  sinophobia, ,  in  america  is  absolutely  disgusting.  just  because  some  *** orange  *** called  it  the  chinese  virus  you  think  that  it’ ’s s  okay  to  act  violently  towards  asian-americans.  call  it  what  it  is, ,  the  corona  virus  or  covid19"
THEY’RE ALL GOING TO FOR THIS ESP THAT BITCH SAYING CHINK AND AND THAT ONE ASIAN  https://t.co/KnhhRLPuUC,THEY’ ’R RE  ALL  GOING  TO  FOR  THIS  ESP  THAT  BITCH  SAYING  CHINK  AND  AND  THAT  ONE  ASIAN  https: :/ //t.co/KnhhRLPuUC
All you black people who were up in arms over “China virus” look real stupid 😭😭 https://t.co/tLnwpzU7gi,All  you  black  people  who  were  up  in  arms  over  “C China  virus” ”  look  real  *** 😭😭  https: :/ //t.co/tLnwpzU7gi
@_Quarri The hell lmao,@_ _Quarri  The  *** lmao
"@twiflanker @Baaz1107 @suhasinih Andh Bhakts, they are just trying to defend BJP led Indian govt lies to their own people. China man knows Indian are stupid.","@t twiflanker  @B Baaz1107  @s suhasinih  Andh  Bhakts, ,  they  are  just  trying  to  defend  BJP  led  Indian  govt  lies  to  their  own  people.  China  man  knows  Indian  are  *** ."
"@nytimestech @ShiraOvide @sheeraf In On Tech, @shiraovide talks to @sheeraf about whatever the f**k it takes to get credible information about the chinese kung flu vaccine, and the vaccines themselves, to more people.","@n nytimestech  @S ShiraOvide  @s sheeraf  In  On  Tech, ,  @s shiraovide  talks  to  @s sheeraf  about  whatever  the  *** it  takes  to  get  credible  information  about  the  chinese  kung  flu  vaccine, ,  and  the  vaccines  themselves, ,  to  more  people. ."
y'all really had to go private... call me a chink in my fucking face.,y'all  really  had  to  go  private. ...  call  me  a  chink  in  my  *** face. .
"@drmikeg2 @KCCINews I'm not scared of a mask or the china virus. If you want to live your life like a pussy, go ahead. The rest of us are getting back to business","@d drmikeg2  @K KCCINews  I' 'm  not  scared  of  a  mask  or  the  china  virus.  If  you  want  to  live  your  life  like  a  *** ,  go  ahead.  The  rest  of  us  are  getting  back  to  business"
white ppl love claiming they’re half asian just so they can say chink n speak on asian issues LIKE YOU AREN’T FOOLING ANYONE!!!! you look like fucking discharge stfu,white  ppl  love  claiming  they’ ’r re  half  asian  just  so  they  can  say  chink  n  speak  on  asian  issues  LIKE  YOU  AREN’ ’T T  *** ANYONE! !! !! !! !  you  look  like  *** discharge  ***
@hex_slut I’m I’m Titusville this weekend w Charlie 🙃🙃🙃 Da gook!!!!,*** *** I’ ’m m  I’ ’m m  Titusville  this  weekend  w  Charlie  🙃🙃🙃  *** *** !! !! !! !
@chinx_102 apple can fuck off with telling me to turn down my music tho that’s not happening.,@c chinx_102  apple  can  *** off  with  telling  me  to  turn  down  my  music  tho  that’ ’s s  not  happening. .
not the token asian bitch licking boots for validation just for them to call her a chink immediately after https://t.co/QBzDufGQHT,not  the  token  asian  *** *** boots  for  validation  just  for  them  to  call  her  a  chink  immediately  after  https: :/ //t.co/QBzDufGQHT
@yoongilucifer THIS BITCH ISNT A CHINK AT ALL OH MY GOD LYING IN BROAD DAYLIGHT LIKE THIS I CANT💀,@y yoongilucifer  THIS  *** ISNT  A  CHINK  AT  ALL  OH  MY  *** LYING  IN  BROAD  DAYLIGHT  LIKE  THIS  I  CANT💀
@flwrstete NO WHERE TF IS THAT YOU DON'T SAY CHINK AND GET AWAY WITH IT BECAUSE YOUR A POC,@f flwrstete  NO  WHERE  TF  IS  THAT  YOU  DON N'T  SAY  CHINK  AND  GET  AWAY  WITH  IT  BECAUSE  YOUR  A  ***
i don’t see any chink in that bitch 😮,i  don’ ’t t  see  any  chink  in  that  *** 😮
Democrats don't want to admit Cuomo's failed policy bc they showered him as the GOAT when it came to the Wuhan flu. Now they look like idiots. https://t.co/VPVA24EqiE,Democrats  don n't  want  to  admit  Cuomo' 's  failed  policy  bc  they  showered  him  as  the  GOAT  when  it  came  to  the  Wuhan  flu.  Now  they  look  like  *** https: :/ //t.co/VPVA24EqiE
@jit_2Raw Lmao lame as shit,@j jit_2Raw  Lmao  lame  as  ***
"@chinx_102 Damn, no stuffed animal or vibrator or some shit? If ur gonna put ads might as well put all the standards","@c chinx_102  *** ,  no  stuffed  animal  or  vibrator  or  some  *** ?  If  ur  gonn na  put  ads  might  as  well  put  all  the  standards"
@muqingmo @seokease @malhaebwas @taennysic WHERE THE FUCK IS THE ASIAN?? THE CHINK BLOOD WHERE,@m muqingmo  @s seokease  @m malhaebwas  @t taennysic  WHERE  THE  *** IS  THE  ASIAN? ?? ?  THE  CHINK  BLOOD  WHERE
@YerrrMista That shit terrible,@Y YerrrMista  That  *** ***
"asian people who let people call them chinks, ling ling, etc and letting bottom of the barrel racist shit slide, you’re a fucking loser no one will choose you for letting ppl do that bc at the end of the day to them you’re still a dirty dog munching slit eyed chink freak 😭😭😭","asian  people  who  let  people  call  them  chinks, ,  ling  ling, ,  etc  and  letting  bottom  of  the  barrel  racist  shit  slide, ,  you’ ’r re  a  *** *** no  one  will  choose  you  for  letting  ppl  do  that  bc  at  the  end  of  the  day  to  them  you’ ’r re  still  a  dirty  dog  munching  slit  eyed  chink  freak  😭😭😭"
"I'd like to thanks all my white bull and fellow chink sluts for helping me reach 1,000+ followers and to the asian boys... you know your place~","I' 'd  like  to  thanks  all  my  *** *** and  fellow  *** *** for  helping  me  reach  1,000+  followers  and  to  the  asian  boys. ...  you  know  your  place~"
@saeycng im gnna call myself a slit eyed gook,@s saeycng  im  gnna  call  myself  a  *** *** ***
i want them to call me a chink to my fucking face https://t.co/6gB6KGZTYS,i  want  them  to  call  me  a  chink  to  my  *** face  https: :/ //t.co/6gB6KGZTYS
@gook_rimmy So are you questioning me or your sexuality?,*** *** So  are  you  questioning  me  or  your  sexuality? ?
dear god what part of chink being a slur do people NOT GET?? don’t fucking call asian people r@ts either jfc you disgust me,dear  god  what  part  of  chink  being  a  slur  do  people  NOT  GET? ?? ?  don’ ’t t  *** call  asian  people  r@ @t ts  either  jfc  you  disgust  me
@DOYOUNGC0RE i did not be mocked by people who pulled their eyes up and said “chink” for years just for people to say you can’t be racist towards asians 😃 what the fuck,@D DOYOUNGC0RE  i  did  not  be  mocked  by  people  who  pulled  their  eyes  up  and  said  “c chink” ”  for  years  just  for  people  to  say  you  can’ ’t t  be  racist  towards  asians  😃  what  *** ***
